NATL2_05021	PMN2A_RS02445	PMN2A_1797		hypothetical protein	hypothetical protein	
NATL2_05031	PMN2A_RS02450	PMN2A_1798		fibronectin-binding protein	possible secreted protein MPB70 precursor	
NATL2_05041	PMN2A_RS02455	PMN2A_1799	gmk	guanylate kinase	Guanylate kinase (EC 2.7.4.8)	
NATL2_05051		PMN2A_1800	psaJ		photosystem I subunit IX (PsaJ)	
NATL2_05061	PMN2A_RS02460	PMN2A_1801	psaF	photosystem I PsaF protein (subunit III)	"photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein (PsaF)"	
NATL2_05071	PMN2A_RS02465	PMN2A_1802	qri7	tRNA N6-adenosine threonylcarbamoyltransferase	"YgjD/Kae1/Qri7 family, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA"	
NATL2_05081	PMN2A_RS02470	PMN2A_1803		high light inducible protein	possible high light inducible protein	
NATL2_05091	PMN2A_RS02475	PMN2A_1804		hypothetical protein	FIG00941614: hypothetical protein	
NATL2_05101	PMN2A_RS02480	PMN2A_1805	nhaP	sodium:proton antiporter	"putative Na+/H+ antiporter, CPA1 family"	
NATL2_05111	PMN2A_RS02485	PMN2A_1806	gltX	glutamate--tRNA ligase	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	
NATL2_05131	PMN2A_RS02505	PMN2A_1808	rplS	50S ribosomal protein L19	LSU ribosomal protein L19p	
NATL2_05141		PMN2A_1933			hypothetical protein	
NATL2_05151	PMN2A_RS02510	PMN2A_1809	map	methionine aminopeptidase	Methionine aminopeptidase (EC 3.4.11.18)	
NATL2_05161	PMN2A_RS02515	PMN2A_1810		short-chain dehydrogenase	FIG00940106: hypothetical protein	
NATL2_05171	PMN2A_RS02520	PMN2A_1811	pta	hypothetical protein	BioD-like N-terminal domain of phosphotransacetylase	
NATL2_05181	PMN2A_RS02525	PMN2A_1812		hypothetical protein	cyanobacteria-specific protein	
NATL2_05191	PMN2A_RS02530	PMN2A_1813		nucleotide-binding protein	hypothetical protein	
NATL2_05201	PMN2A_RS02535	PMN2A_1814		hypothetical protein	FIG00940253: hypothetical protein	
NATL2_05211	PMN2A_RS02540	PMN2A_1815	hflC	hypothetical protein	Band 7 protein	
NATL2_05221	PMN2A_RS02545	PMN2A_1816	hemL	"glutamate-1-semialdehyde 2,1-aminomutase"	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	
NATL2_05231	PMN2A_RS02550	PMN2A_1817	xthA	exonuclease III	Exodeoxyribonuclease III (EC 3.1.11.2)	
NATL2_05241	PMN2A_RS02555	PMN2A_1818		hypothetical protein	FIG00941245: hypothetical protein	
NATL2_05251	PMN2A_RS02560	PMN2A_1819		hypothetical protein	FIG00941087: hypothetical protein	
NATL2_05261	PMN2A_RS02565	PMN2A_1820		hypothetical protein	FIG00940789: hypothetical protein	
NATL2_05271	PMN2A_RS02570	PMN2A_1821		hypothetical protein	Putative transmembrane protein HieC	
NATL2_05281	PMN2A_RS02575	PMN2A_1822	thiP	iron ABC transporter	"Ferric iron ABC transporter, permease protein"	
NATL2_05291	PMN2A_RS02580	PMN2A_1823		cobalamin biosynthesis protein CobW	"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"	
NATL2_05301	PMN2A_RS02585	PMN2A_1824		pterin-4-alpha-carbinolamine dehydratase	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	
NATL2_05311	PMN2A_RS02590	PMN2A_1825		hypothetical protein	FIG00008365: hypothetical protein	
NATL2_05321	PMN2A_RS02595	PMN2A_1826		peptidase M32	Thermostable carboxypeptidase 1 (EC 3.4.17.19)	
NATL2_05331	PMN2A_RS02600	PMN2A_1827		inorganic pyrophosphatase	Inorganic pyrophosphatase (EC 3.6.1.1)	
NATL2_05341	PMN2A_RS02605	PMN2A_1828	hemC	porphobilinogen deaminase	Porphobilinogen deaminase (EC 2.5.1.61)	
NATL2_05351	PMN2A_RS02610	PMN2A_1829	rpoD	RNA polymerase sigma factor RpoD	Group 2 RNA polymerase sigma factor @ RNA polymerase sigma factor RpoD	
NATL2_05361		PMN2A_1934			FIG00941577: hypothetical protein	
NATL2_05371	PMN2A_RS02615	PMN2A_1830	priA	primosomal protein N'	Helicase PriA essential for oriC/DnaA-independent DNA replication	
NATL2_05381	PMN2A_RS02620	PMN2A_1831		membrane protein	FIG00940831: hypothetical protein	
NATL2_05391	PMN2A_RS02625	PMN2A_1832		acetylglutamate kinase	Acetylglutamate kinase (EC 2.7.2.8)	
NATL2_05401	PMN2A_RS02630	PMN2A_1833		hypothetical protein	Cyanobacterial protein slr0575	
NATL2_05411	PMN2A_RS02635	PMN2A_1834		hypothetical protein	FIG00940769: hypothetical protein	
NATL2_05421	PMN2A_RS02640	PMN2A_1835		single-stranded DNA-binding protein	Single-stranded DNA-binding protein	
NATL2_05431	PMN2A_RS02645	PMN2A_1836	cobK	precorrin-6A reductase	Cobalt-precorrin-6x reductase (EC 1.3.1.54)	
NATL2_05441	PMN2A_RS02650	PMN2A_1837	cutA	hypothetical protein	CutA1 divalent ion tolerance protein	
NATL2_05451	PMN2A_RS02655	PMN2A_1838		carbohydrate kinase	Fructokinase (EC 2.7.1.4)	
NATL2_05461	PMN2A_RS02660	PMN2A_1839	purA	adenylosuccinate synthetase	Adenylosuccinate synthetase (EC 6.3.4.4)	
NATL2_05471	PMN2A_RS02665	PMN2A_1840	psb27	photosystem II reaction center Psb27 protein	Photosystem II protein Psb27	
NATL2_05481	PMN2A_RS02670	PMN2A_1841	proS	proline--tRNA ligase	"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type"	
NATL2_05491	PMN2A_RS02675	PMN2A_1842		resolvase	Possible Helix-turn-helix domain of resolvase	
NATL2_05501	PMN2A_RS02680	PMN2A_1843		hypothetical protein	FIG00941832: hypothetical protein	
NATL2_05511	PMN2A_RS02685	PMN2A_1844		inorganic pyrophosphatase	Inorganic pyrophosphatase (EC 3.6.1.1)	
NATL2_05531	PMN2A_RS02695	PMN2A_1846		signal peptidase I	Signal peptidase I (EC 3.4.21.89)	
NATL2_05551	PMN2A_RS02705	PMN2A_1848		protease	Possible membrane associated protease	
NATL2_05561	PMN2A_RS02710	PMN2A_1849		hypothetical protein	FIG00942356: hypothetical protein	
NATL2_05571	PMN2A_RS02715	PMN2A_1850		cell division protein FtsI	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	
NATL2_05581	PMN2A_RS02720	PMN2A_1851	tal	transaldolase	Transaldolase (EC 2.2.1.2)	
NATL2_05591	PMN2A_RS02725	PMN2A_1852	fixC	NAD-binding site	Geranylgeranyl reductase (EC 1.3.1.83)	
NATL2_05601	PMN2A_RS02730	PMN2A_1853	frr	ribosome-recycling factor	Ribosome recycling factor	
NATL2_05611	PMN2A_RS02735	PMN2A_1854	pyrH	uridylate kinase	Uridylate kinase (EC 2.7.4.-)	
NATL2_05621	PMN2A_RS02740	PMN2A_1855	cobO	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	
NATL2_05631	PMN2A_RS02745	PMN2A_1856		integrase	Phage integrase family	
NATL2_05641	PMN2A_RS02750	PMN2A_1857	hemH	ferrochelatase	"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)"	
NATL2_05651	PMN2A_RS02755	PMN2A_1858	ilvB	acetolactate synthase	Acetolactate synthase large subunit (EC 2.2.1.6)	
NATL2_05661	PMN2A_RS02760	PMN2A_1859		hypothetical protein	FIG00940291: hypothetical protein	
NATL2_05671	PMN2A_RS02765	PMN2A_1860		hypothetical protein	FIG00940617: hypothetical protein	
	PMN2A_RS02770	PMN2A_1861		30S ribosomal protein S1	SSU ribosomal protein S1p	
NATL2_05691	PMN2A_RS02775	PMN2A_1862		creatininase	Creatinine amidohydrolase related enzyme	
NATL2_05701	PMN2A_RS02780	PMN2A_1863		aldehyde decarbonylase	Aldehyde decarbonylase	
NATL2_05711	PMN2A_RS02785	PMN2A_1864		acyl-ACP reductase	Acetylornithine aminotransferase (EC 2.6.1.11)	
NATL2_05721	PMN2A_RS02790	PMN2A_1865	accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	
NATL2_05731	PMN2A_RS02795	PMN2A_1866		short-chain dehydrogenase	Sepiapterin reductase (EC 1.1.1.153)	
NATL2_05751	PMN2A_RS02805	PMN2A_1868		multidrug transporter	"Metal dependent membrane associated protease, S2P family"	
NATL2_05761	PMN2A_RS02810	PMN2A_1869	lplA	lipoate--protein ligase	Lipoate-protein ligase A	
NATL2_05771	PMN2A_RS02815	PMN2A_1870		hypothetical protein	FIG00940242: hypothetical protein	
NATL2_05781	PMN2A_RS02820	PMN2A_1871		protochlorophyllide oxidoreductase	Light-dependent protochlorophyllide reductase (EC 1.3.1.33)	
NATL2_05791	PMN2A_RS02825	PMN2A_1872	chlL	light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-)	
NATL2_05801	PMN2A_RS02830	PMN2A_1873	chlN	light-independent protochlorophyllide reductase subunit N	Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-)	
NATL2_05811	PMN2A_RS02835	PMN2A_1874	chlB	light-independent protochlorophyllide reductase subunit B	Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-)	
NATL2_05821	PMN2A_RS02840	PMN2A_1875		hypothetical protein	FIG00940602: hypothetical protein	
NATL2_05831	PMN2A_RS02845	PMN2A_1876		hypothetical protein	FIG00940838: hypothetical protein	
NATL2_05841	PMN2A_RS02850	PMN2A_1877		nucleoside-triphosphate diphosphatase	"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)"	
NATL2_05851	PMN2A_RS02855	PMN2A_1878	ccmK	carbon dioxide-concentrating mechanism protein CcmK	carboxysome shell protein CsoS1	
NATL2_05861	PMN2A_RS02860	PMN2A_1879	rbcL	ribulose bisphosphate carboxylase large chain	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	Synpcc7942_1426; increased
NATL2_05871	PMN2A_RS02865	PMN2A_1880	rbcS	ribulose bisphosphate carboxylase small chain	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	Synpcc7942_1427; increased
NATL2_05881	PMN2A_RS02870	PMN2A_1881	csoS2	carboxysome shell protein	carboxysome shell protein CsoS2	
NATL2_05891	PMN2A_RS02875	PMN2A_1882	csoS3	carboxysome shell protein	carboxysome shell protein CsoS3	
NATL2_05901	PMN2A_RS02880	PMN2A_1883		carboxysome shell protein	putative carboxysome peptide A	
NATL2_05911	PMN2A_RS02885	PMN2A_1884		carboxysome shell protein	putative carboxysome peptide B	
NATL2_05921	PMN2A_RS02890	PMN2A_1885	csoS1	carboxysome shell protein	carboxysome shell protein CsoS1	
NATL2_05931	PMN2A_RS02895	PMN2A_1886		pterin-4-alpha-carbinolamine dehydratase	Possible pterin-4 alpha-carbinolamine dehydratase-like protein	
NATL2_05941	PMN2A_RS02900	PMN2A_1887		hypothetical protein	FIG00940827: hypothetical protein	
NATL2_05951	PMN2A_RS02905	PMN2A_1888	tdcF	endoribonuclease L-PSP	Endoribonuclease L-PSP	
NATL2_05961	PMN2A_RS02910	PMN2A_1889		hydroxyacylglutathione hydrolase	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	
NATL2_05981	PMN2A_RS02920	PMN2A_1891		long-chain fatty acid--CoA ligase	"ABC transporter, ATP-binding/permease protein"	
NATL2_05991	PMN2A_RS02925	PMN2A_1892		acetyltransferase	"N-acetyltransferase (GNAT) family, Syn7942_0773 homolog, Ycf52 protein"	
NATL2_06001	PMN2A_RS02930	PMN2A_1893		glycosyl transferase	Glycosyltransferase (EC 2.4.1.-)	
NATL2_06011	PMN2A_RS02935	PMN2A_1894		hypothetical protein	hypothetical protein	
NATL2_06021	PMN2A_RS02940	PMN2A_0001	dnaA	chromosomal replication initiator protein DnaA	Chromosomal replication initiator protein DnaA	
NATL2_06031	PMN2A_RS02945	PMN2A_0002		glutathione S-transferase	Glutaredoxin-like domain/phycoerythrin related domain fusion	
NATL2_06041	PMN2A_RS02950	PMN2A_0003	gor	glutathione reductase	Glutathione reductase (EC 1.8.1.7)	
NATL2_06051	PMN2A_RS02955	PMN2A_0004	ECM27	C50 carotenoid epsilon cyclase	"Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter"	
NATL2_06061	PMN2A_RS02960	PMN2A_0005	pyrC	dihydroorotase	Dihydroorotase (EC 3.5.2.3)	
NATL2_06081	PMN2A_RS02970	PMN2A_0006	ndhL	NAD(P)H-quinone oxidoreductase subunit L	NADH dehydrogenase subunit; NdhL	
NATL2_06091	PMN2A_RS02975	PMN2A_0007		hypothetical protein	FIG00940803: hypothetical protein	
NATL2_06101	PMN2A_RS02980	PMN2A_0008	trpA	tryptophan synthase alpha chain	Tryptophan synthase alpha chain (EC 4.2.1.20)	
NATL2_06111	PMN2A_RS02985	PMN2A_0009		hypothetical protein	FIG00940381: hypothetical protein	
NATL2_06121	PMN2A_RS02990	PMN2A_0010		cytochrome C	Cytochrome C553 (soluble cytochrome f)	
NATL2_06131	PMN2A_RS02995	PMN2A_0011		hypothetical protein	FIG00941040: hypothetical protein	
NATL2_06141	PMN2A_RS03000	PMN2A_0012		hypothetical protein	COGs COG3339	
NATL2_06151	PMN2A_RS03005	PMN2A_0013		DNA-directed RNA polymerase sigma-70 factor	"Cyanobacteria-specific RpoD-like sigma factor, type-14"	
NATL2_06161		PMN2A_1936			hypothetical protein	
NATL2_06171	PMN2A_RS03010	PMN2A_0014	hisI	phosphoribosyl-ATP pyrophosphatase	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	
NATL2_06181	PMN2A_RS03015	PMN2A_0015		6-pyruvoyl tetrahydropterin synthase	"Queuosine biosynthesis QueD, PTPS-I"	
NATL2_06191	PMN2A_RS03020	PMN2A_0016	clpB	molecular chaperone ClpB	ClpB protein	Synpcc7942_1089; increased
NATL2_06201	PMN2A_RS03025	PMN2A_0017	petE	plasmid stabilization protein	Plastocyanin	
NATL2_06211	PMN2A_RS03030	PMN2A_0018		NAD-dependent epimerase	Nucleoside-diphosphate-sugar epimerases	
NATL2_06221	PMN2A_RS03035	PMN2A_0019	hemE	uroporphyrinogen decarboxylase	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	
NATL2_06231	PMN2A_RS03040	PMN2A_0020	glgB	"1,4-alpha-glucan-branching protein"	"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"	
NATL2_06241	PMN2A_RS03045	PMN2A_0021		alpha/beta hydrolase	alpha/beta superfamily hydrolase	
NATL2_06251	PMN2A_RS03050	PMN2A_0022		hypothetical protein	FIG00940057: hypothetical protein	
NATL2_06261	PMN2A_RS03055	PMN2A_0023		hypothetical protein	FIG00941167: hypothetical protein	
NATL2_06271	PMN2A_RS03060	PMN2A_0024		hypothetical protein	Alr2762 protein	
NATL2_06281	PMN2A_RS03065	PMN2A_0025		hypothetical protein	Protein of unknown function DUF490	
NATL2_06291	PMN2A_RS03070	PMN2A_0026	proA	gamma-glutamyl phosphate reductase	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	
NATL2_06301	PMN2A_RS03075	PMN2A_0027	folB	dihydroneopterin aldolase	Dihydroneopterin aldolase (EC 4.1.2.25)	
NATL2_06311	PMN2A_RS03080	PMN2A_0028		alpha/beta hydrolase	"Lipase (EC 3.1.1.3) family protein, sll1969 homolog"	
NATL2_06321	PMN2A_RS03085	PMN2A_0029	prlC	peptidase M3	Oligopeptidase A (EC 3.4.24.70)	
NATL2_06331	PMN2A_RS03090	PMN2A_0030		NAD(P)H-quinone oxidoreductase subunit 4	"NADH dehydrogenase I subunit 4, Involved in photosystem-1 cyclic electron flow"	
NATL2_06341	PMN2A_RS03095	PMN2A_0031	thrB	homoserine kinase	Homoserine kinase (EC 2.7.1.39)	
NATL2_06351	PMN2A_RS03100	PMN2A_0032	glk	glucokinase	Glucokinase (EC 2.7.1.2)	
NATL2_06371	PMN2A_RS03110	PMN2A_0034	trpS	tryptophanyl-tRNA synthetase	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	
NATL2_06381	PMN2A_RS03115	PMN2A_0035		hypothetical protein	FIG00940233: hypothetical protein	
NATL2_06391	PMN2A_RS03120	PMN2A_0036		hypothetical protein	Membrane associated GTPase	
NATL2_06401	PMN2A_RS03125	PMN2A_0037		metal ABC transporter substrate-binding protein	"Manganese ABC transporter, periplasmic-binding protein SitA"	
NATL2_06411	PMN2A_RS03130	PMN2A_0038		manganese transporter	"Manganese ABC transporter, ATP-binding protein SitB"	
NATL2_06421	PMN2A_RS03135	PMN2A_0039		iron ABC transporter permease	"ABC transporter component, possibly Mn transport"	
NATL2_06441	PMN2A_RS03145	PMN2A_0041		hypothetical protein	FIG00942067: hypothetical protein	
NATL2_06451	PMN2A_RS03150	PMN2A_0042		peptidase A26	Signal peptidase I (EC 3.4.21.89)	
NATL2_06461	PMN2A_RS03155	PMN2A_0043	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	
NATL2_06471	PMN2A_RS03160	PMN2A_0044	menB	dihydroxynaphthoic acid synthetase	Naphthoate synthase (EC 4.1.3.36)	
NATL2_06481	PMN2A_RS03165	PMN2A_0045	glgA	glycogen synthase	"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)"	
NATL2_06491	PMN2A_RS03170	PMN2A_0046	murF	UDP-N-acetylmuramyl peptide synthase	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)"	
NATL2_06501	PMN2A_RS03175	PMN2A_0047	glmU	bifunctional protein GlmU	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	
NATL2_06511	PMN2A_RS03180	PMN2A_0048		SAM-dependent methyltransferase	SAM-dependent methyltransferase (EC 2.1.1.-)	
NATL2_06521	PMN2A_RS03185	PMN2A_0049	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	
NATL2_06531	PMN2A_RS03190	PMN2A_0050	ubiD	hypothetical protein	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	
NATL2_06541	PMN2A_RS03195	PMN2A_0051		hypothetical protein	2-phosphosulfolactate phosphatase (EC 3.1.3.71)	
NATL2_06551	PMN2A_RS03200	PMN2A_0052		hydrolase	Omega amidase (Nit2 homolog)	
NATL2_06561	PMN2A_RS03205	PMN2A_0053	amiC	cell wall hydrolase	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	
NATL2_06571	PMN2A_RS03210	PMN2A_0054	murI	glutamate racemase	Glutamate racemase (EC 5.1.1.3)	
NATL2_06581	PMN2A_RS03215	PMN2A_0055	sds	prenyltransferase	Solanesyl diphosphate synthase (EC 2.5.1.11)	
NATL2_06591	PMN2A_RS03220	PMN2A_0056		haloacid dehalogenase	Pseudouridine-5' phosphatase (EC 3.1.3.-)	
NATL2_06601	PMN2A_RS03225	PMN2A_0057	acs	3-hydroxypropionyl-CoA synthetase	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	
NATL2_06611	PMN2A_RS03230	PMN2A_0058		alpha/beta hydrolase	Alpha/beta superfamily hydrolase	
NATL2_06621	PMN2A_RS03235	PMN2A_0059	dnaQ	DNA polymerase III subunit epsilon	"possible DNA polymerase III, epsilon subunit"	
NATL2_06631	PMN2A_RS03240	PMN2A_0060		hypothetical protein	FIG00943174: hypothetical protein	
NATL2_06641	PMN2A_RS03245	PMN2A_0061	hisS	histidine--tRNA ligase	Histidyl-tRNA synthetase (EC 6.1.1.21)	
NATL2_06651	PMN2A_RS03250	PMN2A_0062	ugd	UDP-glucose 6-dehydrogenase	UDP-glucose dehydrogenase (EC 1.1.1.22)	
NATL2_06661	PMN2A_RS03255	PMN2A_0063		hypothetical protein	possible Hantavirus glycoprotein G2	
NATL2_06671	PMN2A_RS03260	PMN2A_0064		hypothetical protein	"Tryptophan-rich protein DUF2389, Ssr2843 homolog"	
NATL2_06681	PMN2A_RS03265	PMN2A_0065		hypothetical protein	FIG00940490: hypothetical protein	
NATL2_06691		PMN2A_1937			FIG00941143: hypothetical protein	
NATL2_06701	PMN2A_RS03275	PMN2A_0066		divinyl chlorophyll a/b light-harvesting protein PcbA	"Iron starvation-induced chlorophyll a(b) binding protein IsiA, photosystem II CP43 protein (PsbC) homolog"	Synpcc7942_1542; increased
NATL2_06711	PMN2A_RS03280	PMN2A_0067		sodium:solute symporter	"Possible sodium:solute symporter, ESS family"	
NATL2_06721	PMN2A_RS03285	PMN2A_0068		hypothetical protein	FIG00940502: hypothetical protein	
NATL2_06731	PMN2A_RS03290	PMN2A_0069		glutathione S-transferase	Glutathione S-transferase domain protein	
NATL2_06741	PMN2A_RS03295	PMN2A_0070		NADH-ubiquinone oxidoreductase	Possible NADH-ubiquinone/plastoquinone	
NATL2_06751	PMN2A_RS03300	PMN2A_0071		hypothetical protein	predicted protein	
NATL2_06761	PMN2A_RS03305	PMN2A_0072		short-chain dehydrogenase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	
NATL2_06771	PMN2A_RS03310	PMN2A_0073		lycopene cyclase	Lycopene epsilon cyclase	
NATL2_06791	PMN2A_RS03315	PMN2A_0074		light-dependent protochlorophyllide oxido-reductase	Light-dependent protochlorophyllide reductase (EC 1.3.1.33)	
NATL2_06801	PMN2A_RS03320	PMN2A_0075	mscS	mechanosensitive ion channel protein MscS	"Small mechanosensitive ion channel, MscS family"	
NATL2_06811	PMN2A_RS03325	PMN2A_0076	pncA	isochorismatase	Isochorismatase (EC 3.3.2.1)	
NATL2_06831	PMN2A_RS03335	PMN2A_0078		radical SAM protein	FIG00940504: hypothetical protein	
NATL2_06841	PMN2A_RS03340	PMN2A_0079	stpA	glucosylglycerolphosphate phosphatase	putative glucosylglycerolphosphate phosphatase	
NATL2_06851	PMN2A_RS03345	PMN2A_0080		hypothetical protein	FIG00940810: hypothetical protein	
NATL2_06871	PMN2A_RS03355	PMN2A_0082		hypothetical protein	FIG00940386: hypothetical protein	
NATL2_06881	PMN2A_RS03360	PMN2A_0083	MET17	O-acetylhomoserine aminocarboxypropyltransferase	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	
NATL2_06891	PMN2A_RS03365	PMN2A_0084	metA	homoserine O-succinyltransferase	Homoserine O-succinyltransferase (EC 2.3.1.46)	
NATL2_06901		PMN2A_0085			"FAD linked oxidase, N-terminal"	
NATL2_06911	PMN2A_RS03375	PMN2A_0086		sirohydrochlorin cobaltochelatase	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	
NATL2_06921	PMN2A_RS03380	PMN2A_0087		hypothetical protein	FIG00942612: hypothetical protein	
NATL2_06931	PMN2A_RS03385	PMN2A_0088		GMC oxidoreductase	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	
NATL2_06941	PMN2A_RS03390	PMN2A_0089		hypothetical protein	"Putative thylakoid membrane protein, contains 8 pentapeptide repeats, sll0274 homolog"	
NATL2_06951	PMN2A_RS03395	PMN2A_0090		hypothetical protein	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	
NATL2_06961		PMN2A_1939			hypothetical protein	
NATL2_06981	PMN2A_RS03410	PMN2A_0092		hypothetical protein	"possible RNA recognition motif. (a.k.a. RRM, R"	
NATL2_06991	PMN2A_RS03415	PMN2A_0093	nrdA	ribonucleotide reductase	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	
NATL2_07001	PMN2A_RS03420	PMN2A_0094		SAM-dependent methyltransferase	SAM-dependent methyltransferase (EC 2.1.1.-)	
NATL2_07011	PMN2A_RS03425	PMN2A_0095	prfC	peptide chain release factor 3	Peptide chain release factor 3	
NATL2_07021	PMN2A_RS03430	PMN2A_0096		hypothetical protein	Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain	
NATL2_07031	PMN2A_RS03435	PMN2A_0097		molecular chaperone Hsp33	Chaperonin (heat shock protein 33)	
NATL2_07041	PMN2A_RS03440	PMN2A_0098		murein transglycosylase	"Possible ABC transporter, ATP-binding component"	
NATL2_07051	PMN2A_RS03445	PMN2A_0099		hypothetical protein	FIG00941229: hypothetical protein	
NATL2_07061	PMN2A_RS03450	PMN2A_0100		16S rRNA methyltransferase	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	
NATL2_07071	PMN2A_RS03455	PMN2A_0101		membrane protein	COG1836	
NATL2_07081	PMN2A_RS03460	PMN2A_0102	tesA	arylesterase	FIG00940448: hypothetical protein	
NATL2_07091	PMN2A_RS03465	PMN2A_0103		phosphate ABC transporter permease	Phosphonate ABC transporter permease protein phnE (TC 3.A.1.9.1)	
NATL2_07101	PMN2A_RS03470	PMN2A_0104		phosphate ABC transporter ATPase	Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	
NATL2_07111	PMN2A_RS03475	PMN2A_0105	phnD	phosphate ABC transporter substrate-binding protein	Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	
NATL2_07121	PMN2A_RS03480	PMN2A_0106	aspC	aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	
NATL2_07131	PMN2A_RS03485	PMN2A_0107		lactoylglutathione lyase	hypothetical protein	
NATL2_07141	PMN2A_RS03490	PMN2A_0108		uracil-DNA glycosylase	"Uracil-DNA glycosylase, family 4"	
NATL2_07151	PMN2A_RS03495	PMN2A_0109	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	
NATL2_07171	PMN2A_RS03500	PMN2A_0110		peptidase S41	Carboxyl-terminal protease (EC 3.4.21.102)	
NATL2_07181	PMN2A_RS03505	PMN2A_0111		hypothetical protein	FIG00942083: hypothetical protein	
NATL2_07191	PMN2A_RS03510	PMN2A_0112	nadA	quinolinate synthetase	Quinolinate synthetase (EC 2.5.1.72)	
NATL2_07201	PMN2A_RS03515	PMN2A_0113		transcriptional regulator	putative transcripton factor	
NATL2_07211	PMN2A_RS03520	PMN2A_0114		hypothetical protein	FIG00940302: hypothetical protein	
NATL2_07221	PMN2A_RS03525	PMN2A_0115		hypothetical protein	COG1565: Uncharacterized conserved protein	
NATL2_07241	PMN2A_RS03535	PMN2A_0117	purK	phosphoribosylaminoimidazole carboxylase	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	
NATL2_07251	PMN2A_RS03540	PMN2A_0118		hypothetical protein	FIG00943508: hypothetical protein	
NATL2_07261	PMN2A_RS03545	PMN2A_0119		hypothetical protein	FIG00942990: hypothetical protein	
NATL2_07271		PMN2A_1941			hypothetical protein	
NATL2_07281		PMN2A_1942			FIG00943280: hypothetical protein	
NATL2_07291		PMN2A_1943			hypothetical protein	
NATL2_07301		PMN2A_1944			FIG00941520: hypothetical protein	
NATL2_07311	PMN2A_RS03550	PMN2A_0120		hypothetical protein	FIG00942577: hypothetical protein	
